url,size,startday,endday,bname,lat,lng,name
https://geofukui.github.io/jiban-opendata/data/18000231451501730/DATA/BED0001.XML,54323,2016-05-31,2016-06-04,BNO-1,35.64390219444444,135.9861853611111,原子力災害制圧道路等整備工事（仮称）美浜第1トンネル
https://geofukui.github.io/jiban-opendata/data/18000231451202366/DATA/BED0003.XML,43606,2012-10-23,2012-10-24,BV-8,35.731,135.98055555555555,原子力災害制圧道路等整備事業（交付金）　業務委託（地質調査）敦賀工区　24-11
https://geofukui.github.io/jiban-opendata/data/18000231451202366/DATA/BED0002.XML,41673,2012-10-16,2012-10-25,BV-6,35.72916666666667,135.97861111111112,原子力災害制圧道路等整備事業（交付金）　業務委託（地質調査）敦賀工区　24-11
https://geofukui.github.io/jiban-opendata/data/18000231451202366/DATA/BED0001.XML,82504,2012-10-03,2012-10-15,BV-4,35.745,136.0175,原子力災害制圧道路等整備事業（交付金）　業務委託（地質調査）敦賀工区　24-11
https://geofukui.github.io/jiban-opendata/data/18000231451202366/DATA/BED0011.XML,186738,2012-09-19,2013-03-25,BH-17,35.73123488888889,135.98087583333333,原子力災害制圧道路等整備事業（交付金）　業務委託（地質調査）敦賀工区　24-11
https://geofukui.github.io/jiban-opendata/data/18000231451202366/DATA/BED0005.XML,57484,2012-09-19,2013-03-25,BV-11,35.73744313888889,136.02614536111113,原子力災害制圧道路等整備事業（交付金）　業務委託（地質調査）敦賀工区　24-11
https://geofukui.github.io/jiban-opendata/data/18000231451202366/DATA/BED0004.XML,43103,2012-09-19,2013-03-25,BV-10,35.737969194444446,136.02614536111113,原子力災害制圧道路等整備事業（交付金）　業務委託（地質調査）敦賀工区　24-11
https://geofukui.github.io/jiban-opendata/data/18000231451202366/DATA/BED0010.XML,94448,2012-09-19,2013-03-25,BV-16,35.741120333333335,136.02134033333334,原子力災害制圧道路等整備事業（交付金）　業務委託（地質調査）敦賀工区　24-11
https://geofukui.github.io/jiban-opendata/data/18000231451202366/DATA/BED0006.XML,30526,2012-09-19,2013-03-25,BV-12,35.73721211111111,136.02663122222225,原子力災害制圧道路等整備事業（交付金）　業務委託（地質調査）敦賀工区　24-11
https://geofukui.github.io/jiban-opendata/data/18000231451202366/DATA/BED0012.XML,156089,2012-09-19,2013-03-25,BH-18,35.741126972222226,136.02178630555557,原子力災害制圧道路等整備事業（交付金）　業務委託（地質調査）敦賀工区　24-11
https://geofukui.github.io/jiban-opendata/data/18000231451202366/DATA/BED0007.XML,74196,2012-09-19,2013-03-25,BV-13,35.737045083333335,136.02650533333335,原子力災害制圧道路等整備事業（交付金）　業務委託（地質調査）敦賀工区　24-11
https://geofukui.github.io/jiban-opendata/data/18000231451202366/DATA/BED0009.XML,129961,2012-09-19,2013-03-25,BV-15,35.734250277777775,135.99179738888887,原子力災害制圧道路等整備事業（交付金）　業務委託（地質調査）敦賀工区　24-11
https://geofukui.github.io/jiban-opendata/data/18000231451202366/DATA/BED0008.XML,103600,2012-09-19,2013-03-25,BV-14,35.73147138888889,135.98121891666668,原子力災害制圧道路等整備事業（交付金）　業務委託（地質調査）敦賀工区　24-11
https://geofukui.github.io/jiban-opendata/data/18000210671601811/DATA/BED0001.XML,73838,2017-01-12,2017-01-24,B.No.1,35.91908055555555,136.07665555555556,平成27年度新たな農業ビジネス創出事業安養寺地区業務委託第3号
https://geofukui.github.io/jiban-opendata/data/18000230960902899/DATA/BED0001.XML,13621,2009-12-10,2009-12-11,Bo-1,35.829347222222225,136.19480555555555,(県単)道路改良工事測量調査設計業務委託
https://geofukui.github.io/jiban-opendata/data/18000210451801649/DATA/BED0003.XML,35401,2019-01-22,2019-01-23,B.No.3,36.03449722222222,136.15270555555557,平成30年度農村災害対策整備事業天津地区業務委託第4号
https://geofukui.github.io/jiban-opendata/data/18000210451801649/DATA/BED0002.XML,40963,2019-01-16,2019-01-18,B.No.2,36.03666666666666,136.15011944444444,平成30年度農村災害対策整備事業天津地区業務委託第4号
https://geofukui.github.io/jiban-opendata/data/18000210451801649/DATA/BED0001.XML,35109,2019-01-07,2019-01-08,B.No.1,36.03766666666667,136.15025,平成30年度農村災害対策整備事業天津地区業務委託第4号
https://geofukui.github.io/jiban-opendata/data/18000230811003343/DATA/BED0003.XML,32902,2010-11-05,2011-01-31,H22-Br.3,35.91582722222222,136.4683623888889,( 県単)道路改良工事　地質調査業務委託
https://geofukui.github.io/jiban-opendata/data/18000230811003343/DATA/BED0002.XML,43109,2010-11-05,2011-01-31,H22-Br.2,35.91592183333333,136.46808744444445,( 県単)道路改良工事　地質調査業務委託
https://geofukui.github.io/jiban-opendata/data/18000230811003343/DATA/BED0001.XML,41176,2010-11-05,2011-01-31,H22-Br.1,35.91589027777778,136.46617744444444,( 県単)道路改良工事　地質調査業務委託
https://geofukui.github.io/jiban-opendata/data/18000230811003343/DATA/BED0005.XML,31368,2010-11-05,2011-01-31,H22-Br.5,35.915582388888886,136.46973491666668,( 県単)道路改良工事　地質調査業務委託
https://geofukui.github.io/jiban-opendata/data/18000230811003343/DATA/BED0004.XML,39749,2010-11-05,2011-01-31,H22-Br.4,35.91583411111111,136.46927797222222,( 県単)道路改良工事　地質調査業務委託
https://geofukui.github.io/jiban-opendata/data/18000234591201165/DATA/BED0003.XML,44221,2012-09-13,2012-09-14,B.24-3,35.876658222222225,136.09932911111113,吉野瀬川ダム建設工事（社会特会）測量・調査業務委託
https://geofukui.github.io/jiban-opendata/data/18000234591201165/DATA/BED0002.XML,50254,2012-10-16,2012-10-19,B.24-2,35.876574,136.09928241666668,吉野瀬川ダム建設工事（社会特会）測量・調査業務委託
https://geofukui.github.io/jiban-opendata/data/18000234591201165/DATA/BED0001.XML,59596,2012-09-18,2012-09-25,B.24-1,35.87654988888889,136.09934802777778,吉野瀬川ダム建設工事（社会特会）測量・調査業務委託
https://geofukui.github.io/jiban-opendata/data/18000234591201165/DATA/BED0005.XML,52259,2012-10-10,2012-10-15,B.24-5,35.87690091666667,136.0985097777778,吉野瀬川ダム建設工事（社会特会）測量・調査業務委託
https://geofukui.github.io/jiban-opendata/data/18000234591201165/DATA/BED0004.XML,46209,2012-10-20,2012-10-24,B.24-4,35.87663411111111,136.09939475000002,吉野瀬川ダム建設工事（社会特会）測量・調査業務委託
https://geofukui.github.io/jiban-opendata/data/18000234591201165/DATA/BED0006.XML,28154,2012-09-27,2012-09-28,B.24-6,35.87722219444444,136.09773486111112,吉野瀬川ダム建設工事（社会特会）測量・調査業務委託
https://geofukui.github.io/jiban-opendata/data/18000234591201165/DATA/BED0007.XML,36547,2012-10-05,2012-10-06,B.24-7,35.877238444444444,136.0976645277778,吉野瀬川ダム建設工事（社会特会）測量・調査業務委託
https://geofukui.github.io/jiban-opendata/data/18000234591201165/DATA/BED0008.XML,40406,2012-10-01,2012-10-04,B.24-8,35.877133416666666,136.09770347222224,吉野瀬川ダム建設工事（社会特会）測量・調査業務委託
https://geofukui.github.io/jiban-opendata/data/18000230651005609/DATA/BED0001.XML,35915,2011-01-09,2011-01-12,BV22-1,36.02361111111111,136.09333333333333,(県単)道路維持修繕工事測量・地質・設計業務委託
https://geofukui.github.io/jiban-opendata/data/18000230961802044/DATA/BED0003.XML,21162,2018-08-04,2018-08-08,BV30-3,35.95784166666667,136.00330555555556,(県単)道路維持修繕工事測量設計業務
https://geofukui.github.io/jiban-opendata/data/18000230961802044/DATA/BED0001.XML,21119,2018-07-25,2018-07-28,BV30-1,35.95757777777778,136.00350555555556,(県単)道路維持修繕工事測量設計業務
https://geofukui.github.io/jiban-opendata/data/18000234591004771/DATA/BED0003.XML,26840,2010-12-27,2011-02-25,BV-3,35.887724999999996,136.10327222222222,吉野瀬川ダム建設工事（社会特会）地質調査業務委託 その4
https://geofukui.github.io/jiban-opendata/data/18000234591004771/DATA/BED0002.XML,29668,2010-12-27,2011-02-25,BV-2,35.88698611111111,136.10256388888888,吉野瀬川ダム建設工事（社会特会）地質調査業務委託 その4
https://geofukui.github.io/jiban-opendata/data/18000234591004771/DATA/BED0001.XML,27478,2010-12-27,2011-02-25,BV-1,35.88698055555555,136.10266666666666,吉野瀬川ダム建設工事（社会特会）地質調査業務委託 その4
https://geofukui.github.io/jiban-opendata/data/18000234591004771/DATA/BED0005.XML,29215,2010-12-27,2011-02-25,BV-5,35.88698611111111,136.10328888888887,吉野瀬川ダム建設工事（社会特会）地質調査業務委託 その4
https://geofukui.github.io/jiban-opendata/data/18000234591004771/DATA/BED0004.XML,49343,2010-12-27,2011-02-25,BV-4,35.88773055555556,136.10339444444443,吉野瀬川ダム建設工事（社会特会）地質調査業務委託 その4
https://geofukui.github.io/jiban-opendata/data/18000234591004771/DATA/BED0006.XML,47433,2010-12-27,2011-02-25,BV-6,35.88699166666667,136.103425,吉野瀬川ダム建設工事（社会特会）地質調査業務委託 その4
https://geofukui.github.io/jiban-opendata/data/18000230961400529/DATA/BED0002.XML,22573,2014-05-28,2014-08-25,B-3,35.94907222222222,136.17344722222222,総合流域防災工事(防災・安全交付金)　地質調査業務委託
https://geofukui.github.io/jiban-opendata/data/18000230961400529/DATA/BED0001.XML,19778,2014-05-28,2014-08-25,B-2,35.94906666666666,136.1733111111111,総合流域防災工事(防災・安全交付金)　地質調査業務委託
https://geofukui.github.io/jiban-opendata/data/18000230961003362/DATA/BED0001.XML,40814,2010-12-09,2010-12-10,BV-1,35.84466666666667,136.04419444444443,災害関連緊急急傾斜地崩壊対策事業設計業務委託
https://geofukui.github.io/jiban-opendata/data/18000230961204441/DATA/BED0002.XML,26744,2013-04-18,2013-04-22,H25-BV-2,35.92788888888889,136.1702222222222,広域河川改修工事(社会資本整備総合交付金)　調査業務委託24-16
https://geofukui.github.io/jiban-opendata/data/18000230961204441/DATA/BED0001.XML,33458,2013-04-15,2013-04-17,H25-BV-1,35.92777777777778,136.16966666666664,広域河川改修工事(社会資本整備総合交付金)　調査業務委託24-16
https://geofukui.github.io/jiban-opendata/data/18000231451104847/DATA/BED0003.XML,46258,2012-03-15,2012-03-20,No.3,35.60180555555556,135.84591666666668,(県単)道路防災対策工事 測量調査設計業務委託23-38
https://geofukui.github.io/jiban-opendata/data/18000231451104847/DATA/BED0002.XML,41415,2012-03-06,2012-03-07,No.2,35.60163888888889,135.84591666666668,(県単)道路防災対策工事 測量調査設計業務委託23-38
https://geofukui.github.io/jiban-opendata/data/18000231451104847/DATA/BED0001.XML,45973,2012-03-01,2012-03-03,No.1,35.60172222222222,135.84591666666668,(県単)道路防災対策工事 測量調査設計業務委託23-38
https://geofukui.github.io/jiban-opendata/data/18000230751805725/DATA/BED0003.XML,20723,2019-05-21,2019-05-23,BNO-3,36.25387194444444,136.277825,道路改良工事　地質調査業務30-03-5011
https://geofukui.github.io/jiban-opendata/data/18000230751805725/DATA/BED0002.XML,16462,2019-05-17,2019-05-20,BNO-2,36.253705555555555,136.28012222222225,道路改良工事　地質調査業務30-03-5011
https://geofukui.github.io/jiban-opendata/data/18000230751805725/DATA/BED0001.XML,20254,2019-05-13,2019-05-15,BNO-1,36.25344166666667,136.27621111111114,道路改良工事　地質調査業務30-03-5011
https://geofukui.github.io/jiban-opendata/data/18000231551405134/DATA/BED0001.XML,74140,2015-04-27,2015-04-30,B-13,35.443574999999996,135.50509166666666,(県単)道路改良工事調査設計業務委託(地方特定)川上その6
https://geofukui.github.io/jiban-opendata/data/18000234591004782/DATA/BED0002.XML,48537,2010-12-27,2011-02-28,H22.BV-2,35.880217944444446,136.09087880555558,道路改良工事（社会資本整備総合交付金）地質調査業務委託その1
https://geofukui.github.io/jiban-opendata/data/18000234591004782/DATA/BED0001.XML,42019,2010-12-27,2011-02-28,H22.BV-1,35.88018263888889,136.09137700000002,道路改良工事（社会資本整備総合交付金）地質調査業務委託その1
https://geofukui.github.io/jiban-opendata/data/18000231551502069/DATA/BED0003.XML,68267,2015-10-09,2015-10-13,BV-26,35.51595277777778,135.49849305555554,原子力災害制圧道路等整備工事(道路改良)調査業務委託神野26-10
https://geofukui.github.io/jiban-opendata/data/18000231551502069/DATA/BED0002.XML,75718,2015-10-14,2015-10-17,BV-25,35.51609166666667,135.4987588888889,原子力災害制圧道路等整備工事(道路改良)調査業務委託神野26-10
https://geofukui.github.io/jiban-opendata/data/18000231551502069/DATA/BED0001.XML,108761,2015-10-20,2015-10-24,BV-24,35.51725916666667,135.49769055555555,原子力災害制圧道路等整備工事(道路改良)調査業務委託神野26-10
https://geofukui.github.io/jiban-opendata/data/18000230811202594/DATA/BED0002.XML,59997,2012-10-09,2012-10-11,H24-Br-2,36.100500000000004,136.52158333333335,県立クレー射撃場環境対策整備事業 測量および地質調査業務委託 その2
https://geofukui.github.io/jiban-opendata/data/18000230811202594/DATA/BED0001.XML,40201,2012-10-06,2012-10-08,H24-Br-1,36.10075,136.52136111111113,県立クレー射撃場環境対策整備事業 測量および地質調査業務委託 その2
https://geofukui.github.io/jiban-opendata/data/18000230961203836/DATA/BED0003.XML,56432,2012-12-26,2013-06-28,Bo-C1-2,35.96246666666667,135.9948638888889,道路改良工事(社会資本整備総合交付金(広域連携)) 調査業務委託24-1業務
https://geofukui.github.io/jiban-opendata/data/18000230961203836/DATA/BED0002.XML,58586,2012-12-26,2013-06-28,Bo-S3-2,35.96180555555556,135.99430277777776,道路改良工事(社会資本整備総合交付金(広域連携)) 調査業務委託24-1業務
https://geofukui.github.io/jiban-opendata/data/18000230961203836/DATA/BED0001.XML,85878,2012-12-26,2013-06-28,Bo-S2-2,35.961869444444446,135.99556388888888,道路改良工事(社会資本整備総合交付金(広域連携)) 調査業務委託24-1業務
https://geofukui.github.io/jiban-opendata/data/18000230961203836/DATA/BED0005.XML,51187,2012-12-26,2013-06-28,Bo-C3-2,35.962652777777784,135.99291666666664,道路改良工事(社会資本整備総合交付金(広域連携)) 調査業務委託24-1業務
https://geofukui.github.io/jiban-opendata/data/18000230961203836/DATA/BED0004.XML,57526,2012-12-26,2013-06-28,Bo-C2-2,35.962358333333334,135.99450833333333,道路改良工事(社会資本整備総合交付金(広域連携)) 調査業務委託24-1業務
https://geofukui.github.io/jiban-opendata/data/18000230961203836/DATA/BED0006.XML,65594,2012-12-26,2013-06-28,Bo-B3-4,35.962722222222226,135.99319999999997,道路改良工事(社会資本整備総合交付金(広域連携)) 調査業務委託24-1業務
https://geofukui.github.io/jiban-opendata/data/18000230961203836/DATA/BED0007.XML,40706,2012-12-26,2013-06-28,Bo-C7,35.96126666666667,135.99178055555555,道路改良工事(社会資本整備総合交付金(広域連携)) 調査業務委託24-1業務
https://geofukui.github.io/jiban-opendata/data/18000230961203836/DATA/BED0009.XML,49259,2012-12-26,2013-06-28,Bo-C9,35.959175,135.99373333333332,道路改良工事(社会資本整備総合交付金(広域連携)) 調査業務委託24-1業務
https://geofukui.github.io/jiban-opendata/data/18000230961203836/DATA/BED0008.XML,63950,2012-12-26,2013-06-28,Bo-C8,35.958911111111114,135.99215833333332,道路改良工事(社会資本整備総合交付金(広域連携)) 調査業務委託24-1業務
https://geofukui.github.io/jiban-opendata/data/18000230651002084/DATA/BED0001.XML,12325,2010-08-05,2010-10-08,BNO-1,36.13111111111111,136.14194444444445,(県単） 道路改良工事  地質調査業務委託その1
https://geofukui.github.io/jiban-opendata/data/18000230652002713/DATA/BED0001.XML,37822,2020-07-27,2020-07-29,BNo.1,36.084136111111114,136.17137499999998,災害対策測量設計（地質調査）
https://geofukui.github.io/jiban-opendata/data/18000210542001800/DATA/BED0003.XML,73926,2020-07-31,2020-12-15,SK-BV-1,35.998846444444446,136.45525158333334,"平成31年度 農村地域防災減災事業 福井第2地区（奥越地区）
令和元年度 業務委託第2号"
https://geofukui.github.io/jiban-opendata/data/18000210542001800/DATA/BED0002.XML,28355,2020-07-31,2020-12-15,SM-BV-2,35.98462088888889,136.45437269444443,"平成31年度 農村地域防災減災事業 福井第2地区（奥越地区）
令和元年度 業務委託第2号"
https://geofukui.github.io/jiban-opendata/data/18000210542001800/DATA/BED0004.XML,77913,2020-07-31,2020-12-15,SK-BV-2,35.99888858333333,136.45509069444444,"平成31年度 農村地域防災減災事業 福井第2地区（奥越地区）
令和元年度 業務委託第2号"
https://geofukui.github.io/jiban-opendata/data/18000230961305412/DATA/BED0003.XML,47339,2014-02-26,2014-07-31,Bo-B3-7,35.96266666666667,135.99386388888888,道路改良工事(社会資本整備総合交付金(広域連携)) 地質調査業務委託(3、4号橋地質調査)
https://geofukui.github.io/jiban-opendata/data/18000230961305412/DATA/BED0002.XML,54203,2014-02-26,2014-07-31,Bo-B3-6,35.96266666666667,135.99421666666666,道路改良工事(社会資本整備総合交付金(広域連携)) 地質調査業務委託(3、4号橋地質調査)
https://geofukui.github.io/jiban-opendata/data/18000230961305412/DATA/BED0001.XML,57571,2014-02-26,2014-07-31,Bo-B3-5,35.962761111111114,135.99416944444442,道路改良工事(社会資本整備総合交付金(広域連携)) 地質調査業務委託(3、4号橋地質調査)
https://geofukui.github.io/jiban-opendata/data/18000230961305412/DATA/BED0005.XML,41101,2014-02-26,2014-07-31,Bo-B3-9,35.96268333333334,135.99345,道路改良工事(社会資本整備総合交付金(広域連携)) 地質調査業務委託(3、4号橋地質調査)
https://geofukui.github.io/jiban-opendata/data/18000230961305412/DATA/BED0004.XML,55023,2014-02-26,2014-07-31,Bo-B3-8,35.96267777777778,135.9939,道路改良工事(社会資本整備総合交付金(広域連携)) 地質調査業務委託(3、4号橋地質調査)
https://geofukui.github.io/jiban-opendata/data/18000230961305412/DATA/BED0010.XML,38282,2014-02-26,2014-07-31,Bo-B4-6,35.961336111111116,135.9923361111111,道路改良工事(社会資本整備総合交付金(広域連携)) 地質調査業務委託(3、4号橋地質調査)
https://geofukui.github.io/jiban-opendata/data/18000230961305412/DATA/BED0006.XML,53911,2014-02-26,2014-07-31,Bo-B3-10,35.96259166666667,135.9933722222222,道路改良工事(社会資本整備総合交付金(広域連携)) 地質調査業務委託(3、4号橋地質調査)
https://geofukui.github.io/jiban-opendata/data/18000230961305412/DATA/BED0007.XML,42752,2014-02-26,2014-07-31,Bo-B4-3,35.96085555555556,135.9921,道路改良工事(社会資本整備総合交付金(広域連携)) 地質調査業務委託(3、4号橋地質調査)
https://geofukui.github.io/jiban-opendata/data/18000230961305412/DATA/BED0009.XML,28864,2014-02-26,2014-07-31,Bo-B4-5,35.96113888888889,135.9919611111111,道路改良工事(社会資本整備総合交付金(広域連携)) 地質調査業務委託(3、4号橋地質調査)
https://geofukui.github.io/jiban-opendata/data/18000230961305412/DATA/BED0008.XML,44207,2014-02-26,2014-07-31,Bo-B4-4,35.96084166666667,135.99201944444442,道路改良工事(社会資本整備総合交付金(広域連携)) 地質調査業務委託(3、4号橋地質調査)
https://geofukui.github.io/jiban-opendata/data/18000230811801671/DATA/BED0001.XML,27847,2018-07-20,2019-03-25,BNo.1(H30),36.06028805555555,136.50406416666667,広域河川改修工事(防災・安全交付金)地質調査業務委託30-05-0303
https://geofukui.github.io/jiban-opendata/data/18000230811801671/DATA/BED0004.XML,20304,2018-07-20,2019-03-25,BNo.4(H30),36.05899194444444,136.49814694444444,広域河川改修工事(防災・安全交付金)地質調査業務委託30-05-0303
https://geofukui.github.io/jiban-opendata/data/18000230652000222/DATA/BED0003.XML,23771,2020-06-04,2020-11-04,BV-3,36.06304538888889,136.3899991111111,砂防工事 地質調査業務委託02-07-86-01
https://geofukui.github.io/jiban-opendata/data/18000230652000222/DATA/BED0002.XML,32492,2020-06-04,2020-11-04,BV-2,36.06296802777778,136.39022325,砂防工事 地質調査業務委託02-07-86-01
https://geofukui.github.io/jiban-opendata/data/18000230652000222/DATA/BED0004.XML,29773,2020-06-04,2020-11-04,BV-4,36.063180027777776,136.39009638888888,砂防工事 地質調査業務委託02-07-86-01
https://geofukui.github.io/jiban-opendata/data/18000210451900223/DATA/BED0001.XML,11714,2019-07-22,2019-07-24,R1-No.1,36.10310277777778,136.17325833333334,平成31年度 復旧治山工事 調査・設計・測量業務委託
https://geofukui.github.io/jiban-opendata/data/18000230651901371/DATA/BED0003.XML,88972,2019-10-14,2019-10-26,TN1 BV-3,36.001213944444444,136.37903444444444,道路改良工事　地質調査業務委託　31-02-02_04
https://geofukui.github.io/jiban-opendata/data/18000230651901371/DATA/BED0001.XML,85119,2019-11-04,2019-11-12,TN1 BH-1,36.00076761111111,136.37847466666668,道路改良工事　地質調査業務委託　31-02-02_04
https://geofukui.github.io/jiban-opendata/data/18000230651901371/DATA/BED0005.XML,40139,2019-11-25,2019-12-02,TN1 BV-5,36.00148980555556,136.37878466666666,道路改良工事　地質調査業務委託　31-02-02_04
https://geofukui.github.io/jiban-opendata/data/18000230651901371/DATA/BED0004.XML,72747,2019-11-01,2019-11-20,TN1 BH-4,36.00175566666667,136.3801276388889,道路改良工事　地質調査業務委託　31-02-02_04
https://geofukui.github.io/jiban-opendata/data/18000230961404575/DATA/BED0002.XML,70131,2015-04-25,2015-04-29,MB-3,35.930116805555556,136.35352547222223,道路改良工事（防災・安全交付金）調査業務委託その2
https://geofukui.github.io/jiban-opendata/data/18000230961404575/DATA/BED0001.XML,74145,2015-03-30,2015-04-09,MB-1,35.93021655555555,136.3540903888889,道路改良工事（防災・安全交付金）調査業務委託その2
https://geofukui.github.io/jiban-opendata/data/18000230651302239/DATA/BED0002.XML,67964,2013-09-26,2014-03-24,H25B-2,36.07691666666667,136.21911666666668,流域治水対策河川工事(防災・安全対策)地質調査業務委託その1
https://geofukui.github.io/jiban-opendata/data/18000230651302239/DATA/BED0001.XML,82044,2013-09-26,2014-03-24,H25B-1,36.07692777777778,136.2188888888889,流域治水対策河川工事(防災・安全対策)地質調査業務委託その1
https://geofukui.github.io/jiban-opendata/data/18000230651900268/DATA/BED0002.XML,8585,2019-05-10,2019-07-08,No.1(別孔),36.05383333333333,136.21452777777776,街路工事　調査業務委託　31-03-72 01
https://geofukui.github.io/jiban-opendata/data/18000230650905479/DATA/BED0001.XML,33140,2009-12-28,2010-03-25,21B-1,36.0803,136.37866666666667,(県単)道路改良工事(地方特定)地質調査業務委託その1
https://geofukui.github.io/jiban-opendata/data/18000230961001466/DATA/BED0001.XML,78048,2010-07-30,2010-09-30,BNO-1,35.96901388888889,136.249825,地域活力基盤創造交付金工事（道路改良）地質調査業務委託 その3
https://geofukui.github.io/jiban-opendata/data/18000231451200666/DATA/BED0003.XML,42139,2012-10-15,2012-10-17,B.No.3,35.676252777777776,135.97330555555556,原子力災害制圧道路等整備事業　業務委託（測量調査設計）24-4
https://geofukui.github.io/jiban-opendata/data/18000231451200666/DATA/BED0002.XML,37069,2012-06-13,2012-10-31,BNo.2,35.67650277777778,135.97380555555554,原子力災害制圧道路等整備事業　業務委託（測量調査設計）24-4
https://geofukui.github.io/jiban-opendata/data/18000231451200666/DATA/BED0001.XML,44095,2012-06-13,2012-10-31,BNo.1,35.67620833333333,135.97366666666667,原子力災害制圧道路等整備事業　業務委託（測量調査設計）24-4
https://geofukui.github.io/jiban-opendata/data/18000231451200666/DATA/BED0004.XML,31825,2012-10-17,2012-10-18,B.No.4,35.67634444444444,135.97320833333333,原子力災害制圧道路等整備事業　業務委託（測量調査設計）24-4
https://geofukui.github.io/jiban-opendata/data/18000230961104608/DATA/BED0001.XML,37332,2011-12-22,2012-02-17,No.1,35.92554972222222,136.10743833333333,道路改良工事(社会資本整備総合交付金(広域連携))　調査業務委託その2
https://geofukui.github.io/jiban-opendata/data/18000230651600879/DATA/BED0002.XML,71059,2016-10-14,2016-10-18,H28 NO BV-2,35.997819444444445,136.4244833333333,平成28年度　道路改良工事（社会資本整備総合交付金）（広域連携） 測量・調査・設計業務委託28-3
https://geofukui.github.io/jiban-opendata/data/18000230651600879/DATA/BED0001.XML,50061,2016-10-19,2016-10-21,H28 NO BV-1,35.997305555555556,136.4243611111111,平成28年度　道路改良工事（社会資本整備総合交付金）（広域連携） 測量・調査・設計業務委託28-3
